accuracy,loss,val_accuracy,val_loss
0.5406752824783325,1.3651679754257202,0.5512427091598511,1.3206008672714233
0.5488536357879639,1.327558159828186,0.5506267547607422,1.3180776834487915
0.5510892868041992,1.3237391710281372,0.5493606925010681,1.3180229663848877
0.5504847764968872,1.3214633464813232,0.549930989742279,1.3192548751831055
0.5504619479179382,1.3206371068954468,0.5526685118675232,1.3140029907226562
0.5516596436500549,1.3191560506820679,0.5521324276924133,1.3163951635360718
0.5519676208496094,1.3174022436141968,0.5520183444023132,1.3155161142349243
0.5520702600479126,1.316975712776184,0.55120849609375,1.3161243200302124
0.5518307089805603,1.316619873046875,0.5517331957817078,1.3119982481002808
0.5524124503135681,1.3145532608032227,0.5526114702224731,1.3124555349349976
0.5524694919586182,1.3145908117294312,0.5528281927108765,1.3121602535247803
0.5529599785804749,1.313209056854248,0.5524746179580688,1.3157403469085693
0.5517280697822571,1.3159617185592651,0.5518472194671631,1.3140637874603271
0.5523326396942139,1.315122365951538,0.5526913404464722,1.3136188983917236
0.5525265336036682,1.3135491609573364,0.5529650449752808,1.3131235837936401
0.5529143214225769,1.3136231899261475,0.5520069599151611,1.3139196634292603
0.5531880855560303,1.3142367601394653,0.553147554397583,1.3125414848327637
0.5531880855560303,1.313757300376892,0.5526228547096252,1.3116236925125122
0.5524466633796692,1.3128904104232788,0.5530677437782288,1.3111101388931274
0.5525949597358704,1.3120228052139282,0.5529764890670776,1.311800241470337
0.5530626177787781,1.3113682270050049,0.552463173866272,1.3096994161605835
0.5528915524482727,1.3108694553375244,0.5528168082237244,1.3113442659378052
0.5533705949783325,1.3103142976760864,0.5536152124404907,1.310039758682251
0.5535644888877869,1.3095766305923462,0.5536380410194397,1.3081977367401123
0.5539523363113403,1.3096076250076294,0.5538091063499451,1.3088628053665161
0.5541690587997437,1.3092089891433716,0.553831934928894,1.3089773654937744
0.5540207624435425,1.310163974761963,0.5536950826644897,1.3096070289611816
0.5539295077323914,1.3095836639404297,0.5535923838615417,1.309544563293457
0.5540549755096436,1.3089936971664429,0.5542539954185486,1.3080166578292847
0.5544085502624512,1.3081107139587402,0.5541399121284485,1.3079607486724854
0.5544998049736023,1.3092081546783447,0.5532159805297852,1.3107845783233643
0.5541690587997437,1.3087236881256104,0.5536950826644897,1.3106000423431396
0.553712785243988,1.3101762533187866,0.5536722540855408,1.310049295425415
0.5542374849319458,1.3090566396713257,0.5538205504417419,1.3100084066390991
0.5539066791534424,1.3101063966751099,0.5536836385726929,1.310027837753296
0.5534504652023315,1.309830904006958,0.5536038279533386,1.3100855350494385
0.5537241697311401,1.3093736171722412,0.5539460182189941,1.3099666833877563
0.5539408922195435,1.309158444404602,0.5540942549705505,1.3105370998382568
0.5540778040885925,1.3087446689605713,0.5540942549705505,1.308441400527954
0.5537014007568359,1.3094418048858643,0.5532616376876831,1.308856725692749
